id,auteur,titre,date,genre,inspiration,structure,type,periode,taille,permalien
ROTROU_SOSIES_1638,"ROTROU, Jean","LES SOSIES, COMÉDIE",1638,Comédie,mythe grec,Cinq actes,vers,1631-1640,1750-2000,http://gallica.bnf.fr/ark:/12148/btv1b8626230s
ROTROU_ANTIGONE_1638,"ROTROU, Jean","ANTIGONE, TRAGÉDIE",1638,Tragédie,pastorale,Cinq actes,vers,1631-1640,1750-2000,http://gallica.bnf.fr/ark:/12148/bpt6k57544369
ROTROU_BELLEALPHREDE_1639,"ROTROU, Jean","LA BELLE ALPHRÈDE, COMÉDIE",1639,Comédie,moeurs arabes,Cinq actes,vers,1631-1640,1750-2000,http://gallica.bnf.fr/ark:/12148/btv1b86221232
ROTROU_DEUXPUCELLES_1639,"ROTROU, Jean","LES DEUX PUCELLES, TRAGI-COMÉDIE",1639,Tragi-comédie,histoire romaine,Cinq actes,vers,1631-1640,1750-2000,
ROTROU_CAPTIFS_1640,"ROTROU, Jean","LES CAPTIFS OU LES ESCLAVES, COMÉDIE",1640,Comédie,moeurs françaises,Cinq actes,vers,1631-1640,1750-2000,http://gallica.bnf.fr/ark:/12148/btv1b86221284
ROTROU_IPHIGENIE_1641,"ROTROU, Jean","IPHIGÉNIE, TRAGI-COMÉDIE",1641,Tragi-comédie,Mythe grec,Cinq actes,vers,1641-1650,1750-2000,http://gallica.bnf.fr/ark:/12148/bpt6k5789985w
ROTROU_BELISAIRE_1644,"ROTROU, Jean","LE BÉLISAIRE, TRAGÉDIE",1644,Tragédie,histoire romaine,Cinq actes,vers,1641-1650,1750-2000,
ROTROU_DOMBERNARDDECABRERE_1647,"ROTROU, Jean","DON BERNARD DE CABRERE, TRAGI-COMÉDIE",1647,Tragi-comédie,histoire espagnole,Cinq actes,vers,1641-1650,1750-2000,
ROTROU_SAINTGENEST_1648,"ROTROU, Jean","LE VÉRITABLE SAINT GENEST, TRAGÉDIE",1648,Tragédie,histoire romaine,Cinq actes,vers,1641-1650,1750-2000,
ROTROU_VENCESLAS_1648,"ROTROU, Jean",VENCESLAS,1648,Tragi-comédie,histoire polonaise,Cinq actes,vers,1641-1650,1750-2000,
ROTROU_COSROES_1649,"ROTROU, Jean","COSROËS, TRAGÉDIE.",1649,Tragédie,histoire orientale,Cinq actes,vers,1641-1650,1500-1750,http://gallica.bnf.fr/ark:/12148/cb3125874w
SCARRON_JODELETDUELISTE_1646,"SCARRON, Paul","LE JODELET DUELLISTE, COMÉDIE.",1646,Comédie,moeurs françaises,Cinq actes,vers,1641-1650,1750-2000,http://gallica.bnf.fr/ark:/12148/bpt6k73873j
SCARRON_BOUTADESMATAMORE_1647,"SCARRON, Paul",LES BOUTADES DU CAPITAN MATAMORE ET SES COMÉDIES.,1647,Comédie,moeurs françaises,Deux actes,vers,1641-1650,2000-2250,http://gallica.bnf.fr/ark:/12148/bpt6k70409m
SCARRON_JODELET_1648,"SCARRON, Paul","LE JODELET OU LE MAÎTRE VALET, COMÉDIE.",1648,Comédie,moeurs françaises,Cinq actes,vers,1641-1650,1750-2000,http://gallica.bnf.fr/ark:/12148/bpt6k10403202
SCARRON_HERITIERRIDICULE_1650,"SCARRON, Paul",L'HÉRITIER RIDICULE OU LA DAME INTÉRESSÉE..,1650,Comédie,moeurs espagnoles,Cinq actes,vers,1641-1650,1500-1750,http://gallica.bnf.fr/ark:/12148/bpt6k717535
SCARRON_PRINCECORSAIRE_1650,"SCARRON, Paul","LE PRINCE CORSAIRE, TRAGI-COMÉDIE.",1650,Comédie,moeurs chypriotes,Cinq actes,vers,1641-1650,1500-1750,http://gallica.bnf.fr/ark:/12148/bpt6k74957t
SCARRON_DOMJAPHETDARMENIE_1653,"SCARRON, Paul","DON JAPHET D'ARMÉNIE, COMÉDIE.",1653,Comédie,moeurs françaises,Cinq actes,vers,1651-1660,1500-1750,http://gallica.bnf.fr/ark:/12148/bpt6k70326x
SCARRON_GARDIENDESOIMEME_1654,"SCARRON, Paul",LE GARDIEN DE SOI-MÊME,1654,Comédie,moeurs italiennes,Cinq actes,vers,1651-1660,1750-2000,
SCARRON_ECOLIERDESALAMANQUE_1655,"SCARRON, Paul",L'ESCOLIER DE SALAMANQUE OU LES GÉNÉREUX ENNEMIS TRAGI-COMÉDIE.,1655,Tragi-comédie,moeurs espagnoles,Cinq actes,vers,1651-1660,1500-1750,http://gallica.bnf.fr/ark:/12148/bpt6k841852
SCARRON_MARQUISRIDICULE_1656,"SCARRON, Paul","LE MARQUIS RIDICULE, OU LA COMTESSE faite à la hâte. COMÉDIE.",1656,Comédie,moeurs espagnoles,Cinq actes,vers,1651-1660,1500-1750,http://gallica.bnf.fr/ark:/12148/bpt6k84186d
SCARRON_FAUSSEAPPARENCE_1663,"SCARRON, Paul",LA FAUSSE APPARENCE COMÉDIE.,1663,Tragi-comédie,moeurs espagnoles,Cinq actes,vers,1661-1670,1500-1750,http://gallica.bnf.fr/ark:/12148/bpt6k73882h
SCUDERY_LIGDAMONELIDIAS_1631,"SCUDERY, Georges de","LIGDAMON ET LIDIAS, TRAGI-COMÉDIE",1631,Tragi-comédie,histoire médiévale,Cinq actes,vers,1631-1640,2250-2500,http://gallica.bnf.fr/ark:/12148/bpt6k56261696
SCUDERY_COMEDIEDESCOMEDIENS_1635,"SCUDERY, Georges de","LA COMÉDIE DES COMÉDIENS, COMÉDIE",1635,Comédie,moeurs françaises,Trois actes,mixte,1631-1640,0-250,
SCUDERY_ORANTE_1636,"SCUDERY, Georges de","ORANTE, TRAGI-COMÉDIE",1636,Tragi-comédie,histoire médiévale,Cinq actes,vers,1631-1640,1250-1500,
SCUDERY_VASSALGENEREUX_1636,"SCUDERY, Georges de",LE VASSAL GÉNÉREUX - TRAGI-COMÉDIE,1636,Tragi-comédie,moeurs françaises,Cinq actes,vers,1631-1640,1250-1500,
SCUDERY_FILSSUPPOSE_1636,"SCUDERY, Georges de","LE FILS SUPPOSÉ, COMÉDIE.",1636,Comédie,moeurs françaises,Cinq actes,vers,1631-1640,1500-1750,http://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_PRINCEDEGUISE_1636,"SCUDERY, Georges de","LE PRINCE DÉGUISÉ, TRAGI-COMÉDIE",1636,Tragi-comédie,histoire médiévale,Cinq actes,vers,1631-1640,1500-1750,http://gallica.bnf.fr/ark:/12148/bpt6k5620674c
SCUDERY_MORTDECESAR_1637,"SCUDERY, Georges de","LA MORT DE CÉSAR, TRAGÉDIE.",1637,Tragédie,histoire romaine,Cinq actes,vers,1631-1640,1250-1500,http://gallica.bnf.fr/ark:/12148/bpt6k71623z
SCUDERY_AMOURTYRAN_1640,"SCUDERY, Georges de","L'AMOUR TYRANNIQUE, TRAGI-COMÉDIE",1640,Tragi-comédie,mythe grec,Cinq actes,vers,1631-1640,1750-2000,http://gallica.bnf.fr/ark:/12148/bpt6k57770s
SCUDERY_EUDOXE_1641,"SCUDERY, Georges de",EUDOXE - TRAGI-COMÉDIE,1641,Tragi-comédie,histoire romaine,Cinq actes,vers,1641-1650,2000-2250,http://gallica.bnf.fr/ark:/12148/bpt6k716218
SCUDERY_ARMINIUS_1644,"SCUDERY, Georges de",ARMINIUS ou LES FRÈRES ENNEMIS.,1644,Tragédie,histoire romaine,Cinq actes,vers,1641-1650,1750-2000,
